2253,4560,6205,14368,24412,33857,36262,38684,56045,68714,68719,68734,68740,68758,68797,70479,82885,83692
2691,6165,6211,30693,30945,31305,38040,40349,42286,49039,61397,61429,61430,61441,65658,87504,92771,96810
6350,6878,10558,13437,20365,25269,31525,39243,40756,47769,50163,72486,74817,75483,87760,87764,87765,87776
5093,6441,23487,24007,31142,32835,36453,37067,38080,43002,46574,47710,53122,65001,88027,95978,95982,96163
880,6444,23392,27081,27797,29860,38718,52122,54694,59516,60152,60183,62259,62402,66876,69073,69099,95616
6445,8544,12004,14477,20716,32563,39832,44259,50555,59003,59032,59136,61006,64383,64870,77783,92982,98574
6468,9716,14467,18604,20524,31251,32012,42844,47125,49777,52221,55333,62314,77693,84817,84824,84848,91326
6470,7642,14689,28972,31004,33480,40685,44533,47431,47958,48334,60910,60917,65472,66397,72199,93142,95929
1213,3307,5794,6824,31301,45056,45060,46056,46733,47658,50921,53954,59640,75658,77537,80409,91171,97872
2511,3269,5055,6850,7007,21558,29764,47558,50093,50988,54255,75359,75863,76792,80057,85505,96100,97580
6881,8078,15406,27166,34999,37886,44980,48708,52636,53680,53701,53710,53723,53752,62527,82810,86153,89368
1975,5724,6922,21397,21746,26254,27429,40369,43612,46743,54263,54592,72389,73874,84242,91037,95957,97639
6519,6945,9362,13192,27512,28025,34439,37253,51662,57825,61035,63179,64652,66527,77385,78098,85079,97475
4280,6977,14242,15545,23600,23908,28766,30152,36371,45316,47225,68603,74396,80480,87633,88604,92151,97915
2528,3666,7019,7417,20077,20787,33318,48394,48697,61525,62919,68103,76437,76456,76458,76483,81145,94735
6798,7138,10156,15980,24206,30982,36028,39241,43919,50658,66543,66800,69177,69230,72016,77527,84982,94783
7205,8682,17369,18548,18759,23259,26576,30254,36744,36885,60551,62707,71111,77984,78033,97152,97158,97187
640,7256,12769,16246,29966,34834,36170,50792,51511,52258,53968,59207,69420,70217,72229,78307,79198,91176
7374,9342,11508,17093,22315,31723,33061,40459,44746,48800,62334,65511,67139,70191,72311,74082,94072,94103
638,6699,7400,10159,10363,21157,32937,45270,55381,55875,65051,66899,70060,70143,84160,84399,88555,91018
7452,14642,17572,20488,20569,25472,28290,30050,48365,51918,54367,58244,59111,77681,82124,84280,88487,97052
7468,13166,19133,21024,22956,23894,24460,34431,40987,49494,49577,55326,61475,79933,83191,84885,95060,99704
531,7484,10930,21225,33305,34623,34780,37187,41956,49693,54070,69606,69847,72909,74217,74831,84195,94775
4925,7488,20600,22444,24652,27833,28413,35128,37841,67903,69133,69595,69958,70614,73001,76638,78703,81295
6260,7567,13765,16595,17747,23353,33256,34689,45138,49554,54838,61274,77411,84922,84930,84950,84957,84958
1826,7568,17503,20363,34153,48082,48319,48478,48982,49811,51524,54571,54649,67328,67558,71484,84422,89543
4321,5447,5915,6637,7634,10993,38667,46787,65427,66747,66954,72326,72330,72339,72359,72388,89440,89453
7667,11100,19308,25145,28365,31032,36844,39367,39601,40767,46314,61046,71383,72410,77601,82338,82367,93509
775,7162,7781,37636,40178,42857,55070,56418,56898,60510,60558,60587,60732,60771,60982,62019,62161,73069
7834,13551,17740,22326,26011,29297,30234,37518,39591,56233,57061,69601,69794,69813,69814,79432,83516,86798
843,4978,7528,7900,11926,29915,36533,45364,50898,64466,69949,71237,71270,73084,74847,76828,77200,91398
4668,7954,13654,15516,27768,31450,35533,36302,36980,39878,45609,50685,71354,75464,78378,98317,98321,98333
7989,13544,18192,25674,30376,36341,41305,43239,43831,48313,52035,52422,59224,59229,59241,87462,88874,98873
5621,8037,16782,19385,23631,23954,28569,29685,32942,47803,57221,60908,68821,82170,90123,90161,90169,90182
2384,8079,10844,19596,32949,34231,44217,44220,44485,50353,52186,61867,62105,65447,73830,82516,84474,92381
4813,8191,11505,14121,17863,25624,31194,35821,57010,57469,60059,61518,67570,72813,73270,86834,87829,92660
7237,8263,17754,23539,24104,46222,47670,48577,59821,59825,59842,59859,59885,62034,64963,65423,72887,78259
4066,8285,21720,24899,24925,35349,35554,38405,42998,43359,49227,56913,62348,68486,82541,83882,91268,91939
3114,5427,5784,8302,14873,32133,34127,37258,39203,59505,59609,69367,72390,78511,82485,85539,89261,89276
1865,8325,14076,21254,29210,30780,30818,40410,40518,43789,44027,67242,71704,75880,82609,82862,83631,97164
2012,3473,3905,4027,8331,27747,46802,48281,52341,69922,70707,71580,71736,71764,71765,71777,84547,85447
7714,8336,10090,20443,24622,24709,28522,33393,37139,39906,44155,59284,59688,88475,94857,94894,94964,94973
5256,8417,26452,32440,33597,33829,33870,35426,41411,44394,49783,52547,56837,76438,76717,78595,88858,91297
4070,8469,14057,18340,18566,20925,22972,45341,46955,51267,53636,66539,68250,70763,83444,88892,91082,92596
4485,8620,10627,20027,20176,22066,39200,46859,49972,50764,55366,74732,74736,74738,74747,74754,75618,88677
6832,8638,16117,18647,22360,29648,31471,32932,39315,47138,56447,64124,64560,82060,86362,86449,86525,86539
8714,9588,17264,18083,18094,26859,34536,35016,38050,50442,61482,64942,68890,69346,79223,82803,88583,94249
4982,8772,19268,24629,31632,31702,35315,38116,48096,48564,54001,63143,67379,71726,73786,77894,78946,88213
4524,8786,16425,18108,22900,24245,25309,27700,31553,52970,68980,72589,72955,80669,81208,81743,81748,93752
5710,8811,12804,16380,17950,23475,24920,26721,39492,45124,54857,63993,73558,75612,89850,92065,97406,97436
7917,8912,9142,16671,17664,22189,26861,39595,61793,61818,61853,61880,61906,65153,75104,77732,93131,96843
3801,8919,12475,19326,20471,24560,29597,29637,39374,40072,55410,76095,81385,84989,85000,85001,85016,85036
152,8928,9388,15006,22014,34092,39856,40683,44818,61266,61507,62853,62907,63188,73289,73978,93102,99137
3593,5922,8958,9186,37753,39150,42382,51776,54079,54496,55773,61062,63147,64528,65733,77629,84359,86638
1568,4987,5437,9000,41734,42106,43684,43867,48538,49397,54085,60292,65698,66728,67923,75245,91399,94476
7551,8612,9010,18181,26230,27882,34404,40658,42427,48968,51998,64521,66343,83057,83068,83107,83135,87012
2294,4296,9016,14528,23242,23438,25050,32860,45040,53969,54250,63001,67082,86122,87317,88237,88697,97725
547,2445,6962,9231,22606,25357,30485,39409,50317,56839,63988,64019,69889,75890,78693,87602,87628,94257
3347,3963,4672,9269,22329,27515,30123,37805,44510,46141,47178,65620,67819,88451,91838,91851,91866,91867
4815,9278,14572,14770,14839,15075,23909,38152,40630,48214,58802,59129,79464,80749,84092,85619,94488,99567
3506,9337,19763,26289,29751,31567,34368,44516,44564,52314,57356,58457,60964,63671,68274,74277,91624,95566
1715,9409,11519,13923,17580,19148,22920,25918,44024,59153,59551,61625,66418,82941,92222,92227,92323,93548
3293,9413,21396,24515,27813,31610,31790,37918,39642,43041,48275,51482,72872,72907,78617,86322,86546,98712
498,5800,7559,9478,20047,40070,49149,54432,54482,54495,54501,54506,54508,58050,66700,88844,93646,99399
358,6550,8647,9517,14474,21422,38440,42789,48654,57747,68922,69887,76063,76654,76716,76726,77900,94698
4960,9545,16310,18097,19149,25828,36230,39304,40565,44245,44635,51227,82250,82252,82437,86350,86879,95901
3649,4422,9556,13221,18508,24656,27501,42968,43260,56175,62873,65741,66394,68453,81944,84483,95492,96868
1188,9559,18746,24988,30605,37095,38132,38450,42552,44839,52666,55068,70176,74452,75552,84025,84034,84037
5060,9610,21697,26399,33741,34015,41010,47657,48570,50098,51209,58885,59279,59281,59721,78392,83912,97628
9651,19995,23638,31375,36915,38647,45718,49314,49330,49335,49387,53172,53639,54461,59904,68946,73731,99006
8952,9656,10725,15167,18235,18445,30365,34444,38327,41216,57550,60204,77282,83862,87748,87754,87910,98322
9829,13225,15808,17536,21607,26188,27976,30235,35364,40114,52463,57552,72182,84229,90324,90505,90511,90516
3604,3624,9856,23670,30194,34318,36943,39370,51958,51984,53572,60705,63364,72947,77950,79630,79949,92526
9897,10999,15438,17296,34629,36728,41067,44953,45428,45536,45559,49420,55171,61611,80307,88581,90567,92977
4432,9915,13274,14246,15672,36436,38526,49436,54579,54642,59127,60530,60561,60562,69100,86284,87521,91321
9922,15338,15781,17877,22051,25810,37395,41828,42521,46037,48946,55661,68309,69819,73053,79058,98336,98422
9940,9967,12651,22087,22948,28977,40503,41945,43141,54060,57198,63989,64010,69422,69892,79808,81413,94213
10002,11687,22617,22802,22899,26078,37611,40663,44546,47268,57623,59366,64370,72084,75122,81570,83394,86462
4327,6634,10067,14166,17722,22529,30761,31354,55229,56751,57752,57919,72660,74902,84464,86665,89034,93228
1960,7839,10076,11221,19411,23672,24985,27911,61422,64542,64609,67001,70019,72862,75733,76720,92509,93672
7239,10084,20879,21139,27957,32495,34767,43617,44569,49680,51720,55021,64909,67809,71048,79504,87386,96341
3482,6425,10100,10331,14099,16827,27497,30155,38841,55187,69975,73788,73864,74171,74173,92817,95898,98534
2768,10104,14997,29486,29805,33208,33532,35760,38441,50117,66818,66896,66916,68730,74349,79888,79963,84386
10146,12332,12819,14352,24815,33848,35657,40579,46597,46703,47760,49551,52430,75279,88100,88101,89281,97814
10219,13718,25654,30922,32784,32809,32820,36220,41523,44895,61465,69027,72242,72246,72352,72409,72425,72434
5095,9341,9979,10246,17068,26462,44190,50482,53566,70628,70637,70640,70679,70696,70697,70703,70704,74351
453,10330,12181,12951,14555,29755,40257,41364,47536,56575,56923,56933,76023,77584,77794,79797,87546,87607
460,1297,6812,8670,10422,17582,30168,37303,44378,45222,52198,62097,62164,89116,99558,99561,99572,99584
3182,4574,10444,11230,19488,22137,25313,30768,45385,56557,59940,80600,80602,80614,80619,80623,80641,93447
5646,10533,18559,18861,26540,31695,37099,40465,47676,50301,56540,68895,68902,68908,68968,71256,76975,98345
8775,10572,22423,29547,29625,33731,37121,39132,42756,55453,59824,59833,61486,63653,66330,73071,75031,97801
169,10620,23139,29080,30623,30797,31348,37282,42006,43201,45514,51967,67898,78529,78608,80679,87957,96747
3043,4621,10675,17210,23968,32332,33695,40920,45099,46793,66102,72471,72663,74362,75195,75827,75833,95355
10686,22922,24161,27877,28920,29502,32531,34040,42859,47694,47952,51630,57548,72100,75593,80933,83035,96181
6974,10666,10729,20900,22507,30822,30858,32856,42091,49408,57778,59489,61650,72672,82402,82677,94977,96708
6693,7050,9276,10768,22365,31591,32663,35072,39199,52337,55825,57196,73528,75852,79042,84910,93574,99223
8182,10797,11808,12218,17422,25180,38257,38873,42899,46624,58378,59650,68915,71553,87795,88095,89175,90343
10839,20702,24968,26121,27245,28695,33085,33167,37480,43592,52024,54065,65771,67202,76476,85813,86624,92295
623,10853,14502,18901,24091,25650,35743,36052,40779,53228,57668,59336,65785,73218,76774,83485,89622,99854
1944,3158,10868,27828,34044,37251,39565,39662,39723,48475,48937,56398,62340,73970,74527,80260,87559,99655
4094,6791,8632,9013,10885,21793,25292,26201,30587,53475,76510,77144,82297,86139,86181,86219,86229,88682
10905,22135,24325,24737,28528,28844,30019,41654,42231,48109,53595,53863,58593,60146,83876,83879,83918,86807
1472,3031,10937,11720,23194,24111,24756,40868,41219,60941,61113,61968,67574,73706,88603,88655,88657,93639
5846,6658,10044,10971,12921,19872,28762,31277,43557,55099,60019,62559,78151,80296,84893,91271,91338,92630
1350,4871,7216,11115,20599,23494,27359,46087,51235,51259,56607,64920,65070,69513,76031,94824,97287,97327
2944,4760,5050,11122,12877,27201,29736,35835,41838,46031,52655,65901,70334,91943,91971,91980,91985,92001
3607,11219,15073,17843,29481,33323,33617,40670,48304,50527,54112,63265,72477,74855,74882,77816,81484,83609
4906,11260,12027,20265,24146,25376,33634,36780,39244,47454,52351,58481,62920,77879,89786,89832,89842,89981
4805,5660,11277,15448,23654,39764,42107,42762,44647,46093,58948,74376,74389,74419,74428,74460,79005,79922
984,11200,11330,21314,23185,34609,37779,38342,38997,41718,57641,61243,68220,71001,76221,88926,91267,92187
8994,11352,16308,18787,23230,26175,35779,38625,41338,42793,44534,72320,74906,79627,79990,79995,82116,89295
2923,8978,11479,21751,23694,26916,32616,34948,40677,47463,52392,73144,78055,78059,78092,78093,80092,96792
9354,10238,11491,17137,18833,19368,19919,22385,35466,43388,52825,61637,83508,84457,92174,93964,94847,95173
6008,8770,10711,11565,11653,15123,19157,26754,56939,59908,59909,59926,70837,75408,90370,92465,92795,97866
11620,15944,16443,20652,21103,24346,25978,30448,41928,48406,48805,51797,53457,73093,89848,96794,97033,98469
4160,11672,13000,13562,20522,27727,27998,33874,45958,70249,70266,70313,70321,70331,70332,72777,75396,97706
4612,11457,11673,11804,13061,25516,25905,33895,38244,64658,65565,66232,66246,66866,79401,89080,92021,99928
122,11745,20696,22071,25109,27272,33375,34495,41871,43924,57962,66821,71483,73555,78455,81107,85304,90797
2196,11823,15248,15849,22222,29969,30221,38737,46065,48368,55479,72630,73465,74908,75398,77039,82527,94020
6206,11881,21031,28221,32062,34705,36190,42502,50063,50423,50426,56953,67317,69319,73149,74590,77617,83509
367,5331,10318,11897,21300,33211,34637,35939,43928,45210,47852,68117,75333,75687,80944,88087,88653,99353
11961,20494,29795,31939,34987,36248,41659,41724,41752,41776,44696,47134,50259,56333,70377,79548,90334,95148
2926,12129,14214,18665,19725,37094,38230,42317,44873,53864,54779,62531,73474,73485,73492,73496,78881,91989
8056,11274,12173,12836,18236,19937,37915,44543,50420,52156,55927,64035,68086,68102,70618,89743,89746,92361
371,12110,12204,22825,24551,24723,32776,36051,41071,50744,59962,63664,66381,69114,71152,89727,92753,95985
12238,17443,22730,30630,33823,34796,35180,41374,41937,45238,50579,56645,58248,65145,66155,69977,90827,93199
12242,21179,25118,27325,27838,31771,43176,46444,54234,54786,55749,59140,60585,66395,66996,68470,69295,75421
6587,7645,9455,12288,16575,17682,34813,45738,46970,47085,47111,49297,76271,76421,87615,94087,94205,96319
4092,12316,18259,19110,20132,20726,37462,46572,53047,54438,54446,63422,66280,68718,70933,77317,88792,90102
2480,3233,5728,6033,12516,19560,31881,36856,54394,56735,63789,68184,76275,76310,84831,85726,85762,95871
2558,3119,12531,20858,23795,27493,28153,36679,36774,41186,61674,64239,82896,82929,84986,85257,85411,85626
4215,12566,13369,31524,35439,35696,45842,49009,54953,55696,55809,58184,59965,68058,71337,71495,71499,71508
881,2092,2248,5182,12591,16227,22256,39600,53280,56816,59382,75680,77068,77582,78277,88184,98818,100000
4528,10195,12599,27704,28659,36114,44474,45530,55687,55726,55728,55733,60433,66419,70210,71506,80216,84703
3062,7479,12636,17467,27841,28862,29927,34235,35445,40015,59841,62024,62308,84056,86766,88212,88389,97599
2419,5608,5734,8796,12161,12687,28978,33069,37810,46614,62948,76995,79212,83999,85797,88923,96533,97881
3877,4495,11850,12265,12770,15867,16145,32621,51332,54819,61986,71755,76386,85156,85387,85393,91466,92594
5976,11446,13062,18380,26303,28144,30188,35627,35893,39234,50724,72771,82953,82959,82962,82963,82972,83607
7427,7545,13128,21185,23252,35418,42218,42354,43746,48493,50245,53153,60807,63110,79639,83399,95137,95908
1237,11890,13146,14748,21627,23696,25725,29125,36111,51836,66153,68038,71716,82790,83939,87536,88378,88473
13175,21968,22577,23994,27686,27703,28331,29421,34156,54102,59881,60386,67145,67170,75034,81255,84172,88008
2561,13212,15036,22530,29824,30685,33637,35494,37521,42957,55184,57233,62026,67070,81058,88428,94493,97215
4711,13227,22564,24719,30576,34980,39087,43441,49556,54558,58387,61064,64462,64491,68912,69796,79433,82200
12833,13233,14210,16159,22257,27917,32167,34281,45862,47158,48787,64928,65636,75903,78215,81606,89321,95691
8745,9758,13268,22723,24952,24991,30470,31589,40986,59270,64003,66151,68061,71602,74184,82090,82945,90376
3644,7631,9145,13270,14701,34141,54839,57808,64691,64809,65464,67525,67553,67580,67622,67633,67665,70443
7692,12699,13292,16313,28935,30437,30477,39487,39953,42367,45599,50611,58546,80405,80483,94232,95826,98810
1195,13355,22011,24791,27078,36164,39474,45300,46697,49808,55243,58252,63826,64798,73703,74222,77132,93115
9910,12084,13364,15445,20616,24000,24015,33953,38897,51410,56128,60082,81141,81171,81199,84271,88828,89650
2854,3014,9679,12723,13427,37235,41462,45185,46786,47277,50809,57640,64596,80259,81593,88984,89117,93524
13444,17261,19735,20528,24236,24370,29399,38228,59781,63122,64399,64442,64481,66168,66659,70506,71264,88141
10,3591,6424,8828,10178,13469,26145,28559,44118,45206,55725,80763,84154,90768,90783,90829,90838,95776
2653,8066,13522,20203,21186,21233,38996,39993,48327,57947,59428,63418,63469,63565,77206,82231,89568,95153
5564,11379,13525,14112,29435,31839,42554,50275,53937,56796,58161,66277,66279,66601,66833,66847,75587,90163
13234,13601,13828,16024,19822,24822,26521,30107,46217,46431,52459,56053,56814,79444,92651,92666,92668,92802
1656,6755,13606,15498,22157,24070,27751,44813,46459,46548,56060,66086,66098,73281,82971,86477,89569,96309
7650,13632,23639,34525,35300,35617,36323,42609,43042,46767,50992,52827,55682,56492,79316,79338,86186,86227
13656,17064,24196,25926,27655,33584,38714,41708,45164,47191,47291,57498,60753,67055,67471,68414,88490,94334
13659,16000,17089,27978,28573,33176,33192,39156,40744,41565,58710,66281,68981,68993,70973,73642,82364,85088
7726,13671,19979,24470,30582,31630,34734,39167,40268,45554,47906,55279,64489,70028,70038,78067,94451,98125
88,9747,11703,12607,13680,14840,23459,24884,44912,60322,65139,73445,85193,85196,85223,85225,85250,85251
2555,7184,13697,21585,25060,26755,31026,47109,48997,50673,62077,73206,75694,75709,75745,75757,75776,77559
4768,13728,17983,22742,33868,37481,38802,45877,46666,51394,54733,54771,60744,62491,73444,74616,77514,94542
2418,13802,16411,17325,21766,34411,36763,36906,48010,52406,56292,72493,75814,75836,75849,75874,75875,77913
3215,13829,20023,25506,25641,32171,34123,37043,46773,47900,49386,57240,66255,71980,73564,74655,87336,99524
245,2905,3334,10749,13837,31675,37498,42805,53260,60808,65625,68531,68548,69592,71076,74107,94673,96896
1042,1935,7549,13930,23963,30508,36703,38329,41068,44045,63831,72635,75186,75200,75204,78818,89567,96651
3902,9312,13574,14014,18054,30002,32482,35456,37273,53724,57486,59050,61454,85132,88209,88987,89020,89033
1948,2916,6711,14025,19769,33045,34677,35053,35480,47090,58008,62122,66943,76835,78618,96726,98096,98102
3845,10395,11734,14039,21717,29663,29790,31314,44973,47348,48395,56435,75163,77526,85787,89263,93113,95664
7065,7630,14092,18396,21359,40955,44402,50122,50123,50172,50187,58135,58689,66449,74379,80062,86973,86974
10510,14125,19989,20919,35186,35864,38350,41395,41895,42078,55542,56327,67868,77125,77207,77242,77265,77277
12410,14172,17628,20887,22061,32315,43199,43284,46234,49252,49884,60963,65752,67846,72863,74174,75430,97810
3140,10806,14177,14869,24836,28839,39025,39404,40840,54814,64796,65667,66145,79694,79702,79716,79836,79858
6695,7613,8592,14245,25273,28859,35333,40313,43467,44204,62589,62601,62868,75561,83111,85486,85952,93402
4035,14260,17519,19650,20444,25968,36547,36697,39736,42045,44759,51465,67286,82111,87774,88760,90702,96406
5094,14366,16719,17928,18307,19577,22573,27585,35524,44031,62512,63344,73420,78410,82781,85858,99018,99117
3068,6127,10635,14397,21685,28142,38320,38561,45022,52444,58010,58929,69991,76480,76677,76687,91568,99421
2577,3815,14424,16963,20817,21414,25847,35979,39030,45715,58312,60498,69715,78298,90344,94114,94141,94161
7399,8518,10926,14476,25305,27083,28061,33122,37685,51199,55401,55597,83869,83998,84010,85219,86566,87730
2247,8891,14482,16167,20613,24297,28612,33361,53080,53151,53785,70062,70158,75752,80726,81187,88852,90741
5653,8204,9779,13215,14485,18393,27925,28863,44521,49095,54111,63328,71216,85236,87352,89711,97127,97950
2917,8747,11888,13397,13952,14522,17207,21606,38087,46833,67008,70228,75329,92275,92284,92299,92311,95274
14576,15171,16218,22056,23344,29893,33777,33902,39091,40388,45719,47535,48380,81684,83880,96822,96862,96866
1488,2824,3162,14590,26225,26992,27481,40004,46481,47999,52200,62674,65085,85139,86777,88356,89626,99061
5240,6638,14600,15232,20377,26308,26734,36797,41429,55563,56800,60383,75889,82299,82492,82498,82531,94354
14692,15030,16101,17685,31466,31493,33245,40040,47245,47287,47338,48257,65038,67453,78990,84254,85969,94581
3819,10266,11496,12259,14787,16714,38828,40194,43675,65120,69349,74777,76854,77012,77024,77349,77822,78819
705,14812,21457,21552,22852,40116,40849,46356,50330,54867,61542,70061,70070,70093,70106,70117,70129,70150
2459,13754,14818,16325,28013,32620,51693,52311,55922,55991,56006,56062,60518,63924,64360,77286,80402,83700
4415,5416,6808,14130,14827,20162,28852,38790,47885,61801,63340,70730,70794,70826,72878,88485,90424,95601
5654,11356,14836,27563,30039,32561,37717,38993,44536,46940,48742,53880,65338,76252,81976,82072,83055,84654
2919,9640,14850,17812,30078,30199,32582,34353,36388,40148,41225,61689,66229,71557,91863,94050,95056,95526
6129,14857,20487,23490,24702,24938,37602,40527,41966,43633,44866,52041,65201,70180,76642,89577,94166,95160
1793,4335,14917,21083,22278,27261,37762,44007,46922,49637,56724,60711,72111,73059,76351,80494,86275,90444
4879,11150,14983,18200,19428,21979,32424,35971,37487,38246,43588,56522,61558,93829,93973,93975,93985,93987
109,9972,10700,11844,13327,15022,29644,44971,46339,48115,55953,60203,65971,80331,86441,93709,93801,99712
329,5677,8444,15111,22280,26243,39819,40254,48735,57577,58062,61962,63825,70429,80263,81928,92140,93086
1150,9881,15116,16991,20583,24716,33213,36580,37492,39301,55995,76799,76827,76838,77063,84020,88536,95063
3793,5585,9793,14266,15143,19912,22992,26015,26362,53208,63373,71479,73967,76333,90663,96003,98031,99246
7699,10168,13523,15371,29497,29536,36167,41720,44234,48362,51884,55603,61074,66641,82355,86886,92678,92766
3079,15394,22943,27678,28739,31659,35457,36095,38900,42299,46626,64506,66105,72882,82655,82668,83709,84770
1609,2806,15070,15395,31848,34584,36556,39499,47496,56659,57228,64315,68717,77585,77633,77640,77641,83883
3619,3847,11118,15575,15677,17985,29524,45818,49878,58146,60546,63559,66655,79078,85265,85346,86534,87994
289,1812,15609,15621,15993,24945,50232,53231,57610,57678,57699,57729,57741,63144,73602,81563,86439,95227
1552,13445,14223,14412,15616,22596,29492,43762,44724,52556,56686,65202,67427,72655,84051,88279,88766,90720
1518,1657,3862,4944,15668,21583,39865,41471,49429,59225,74707,76403,76534,76545,76588,79865,80595,85705
2517,3039,15669,23302,29174,30915,37739,37851,39583,48389,62344,64073,74179,74181,74196,74239,75638,99136
1185,2976,15693,28679,28683,36681,36959,37840,41452,42940,50907,66359,73912,79593,79607,79612,79622,83464
11793,15743,17056,20860,26942,31872,34005,34021,41307,53850,57184,58045,64959,69540,70338,80204,82975,95470
5446,13651,15407,15757,23684,34714,38571,39415,44892,45153,56647,62590,64945,75951,80363,80376,80548,88054
2037,4657,15763,30613,31499,37353,38552,46342,49917,62048,62069,62091,62120,62121,69645,69849,75774,83714
5426,8975,14022,15800,16208,25713,43107,44989,47839,49889,53045,56441,58284,73934,78518,89188,89704,95082
7281,12763,14155,15890,18981,23743,28850,28885,42406,43271,49210,68479,70928,75970,85099,87531,94951,97771
9697,14536,14936,15975,20720,24179,28590,37644,53943,55564,57141,60576,70855,70917,70937,79590,87044,93320
443,2296,16009,19970,20033,20137,30659,32976,34223,38645,66593,70416,74324,80308,81829,83130,96141,98032
12451,16148,21618,25064,27550,30443,31060,43065,46951,47652,49211,58787,61500,62810,71325,77264,87605,95660
9552,13418,16180,17834,24356,27903,28464,34984,35374,36427,56057,61393,62711,65640,84354,96623,97227,97667
2166,7738,9251,10126,16299,21344,38848,41143,45674,51028,51439,61616,73935,81133,83195,87406,90432,93391
532,7223,10158,16301,20475,22464,30150,33252,38082,42251,45282,45298,90580,90597,90602,92370,93331,97216
1044,15348,16361,16985,20657,25673,28162,41032,41239,51610,54314,55370,64198,78376,85007,88271,90526,91991
11623,16100,16412,24544,27125,30830,33520,34083,36718,39700,41002,45113,48029,89192,92967,92969,93055,93182
4176,4962,9579,10419,13091,16441,18225,31369,43706,43770,81902,81921,81925,81935,81937,83791,87006,90009
10765,16385,16447,16448,23117,23154,28176,30256,46148,46279,49747,60985,64463,66321,89256,91076,93496,93645
6705,10753,16457,24357,30211,37862,41011,41020,41529,48554,50583,55352,71268,72976,72987,80448,81741,82350
1357,9274,16487,20225,22792,24247,27273,34113,39828,42365,50539,57020,64966,72836,89723,97551,97629,97939
11322,16530,17533,19987,21516,23745,26892,37204,43330,44120,48650,62416,78953,78966,78970,78980,78984,98066
1954,9172,9683,10887,15342,16588,27117,31728,45047,55660,64461,67659,68590,83001,85451,87851,92983,92990
1406,4867,6209,16629,24793,25808,36234,36282,54799,59459,59637,67726,70460,71243,71857,75344,84251,99160
475,7157,7936,12062,16650,24537,33607,37181,39041,52768,58694,61168,78644,85695,85700,85760,85877,93212
1556,1756,7432,14661,16278,16681,35488,43190,64530,64695,64780,64783,64784,67229,79665,80094,82894,95668
4620,14779,16695,20452,20770,25065,38902,40941,41005,41041,50165,50582,79045,79901,82208,82938,84978,92077
132,8236,16733,19732,22429,25453,25966,34880,45310,56561,59310,65163,74643,78988,79019,79031,79038,95540
8273,16758,17749,18691,26966,28892,32280,32975,38356,49087,49201,62190,62804,74681,78775,86556,87866,94064
1759,8852,12311,16423,16819,19414,28165,28224,53795,59070,63661,64027,80344,80849,80908,80921,82154,88468
2032,5400,8804,16192,16988,39754,42638,42657,43323,50109,52243,66301,66685,68996,75987,75994,94986,97075
17032,20541,21958,24574,25911,28160,28613,44460,53290,59390,60190,60201,60251,60280,60477,60818,89811,90207
8392,15410,15475,17074,18865,26220,42866,43737,48864,64246,64248,64260,64262,64270,64685,78792,78999,85499
1760,9773,10990,12407,17167,20268,30656,41815,42506,44138,66008,74177,75585,77461,80591,83926,83980,92956
7278,16852,17181,17512,22695,33178,38871,39457,46918,49936,55408,66181,72526,72571,72587,73090,75426,88497
11874,15214,16801,17190,25656,26192,32955,36147,44745,46149,49186,55997,59044,64554,84627,88460,95368,96005
2593,2946,3821,12661,17213,19501,20679,27195,36351,50655,65346,86016,86022,86031,86044,86058,86081,90951
3518,15646,17216,26400,32227,34871,37973,38287,40328,42301,48680,63723,65965,68158,76475,80140,84728,89528
2865,3832,12447,15079,17220,17899,33527,36965,37319,41628,57182,66476,69895,73354,88800,94855,97148,99673
7820,17262,18343,22917,32693,39450,39821,47948,50740,52523,52535,52546,52575,65688,70652,72137,82357,88157
4633,5191,9301,15219,17279,18934,24252,38414,43098,46140,50411,51781,74348,93246,93466,93469,93484,93498
48,242,13861,17323,19350,25364,27907,36947,40359,43971,55358,55596,73826,77552,94551,94567,94649,94693
7509,11662,12773,14619,17356,25818,36781,41803,44838,47866,56674,63487,71927,71977,81585,81609,88642,89238
8211,10149,12893,12920,17362,20435,35033,40848,45894,52705,65515,68432,71990,72686,72928,74526,91436,92201
3861,8167,10203,17436,23310,29873,32375,32535,35137,40741,62681,69032,71585,71890,80234,87930,94585,94589
7888,17473,18323,32247,33571,34564,34854,43555,44679,49490,54630,56400,61646,70634,74090,74619,77880,79621
3784,6869,9799,17523,25371,34271,38931,41192,41210,50778,56018,64857,67238,78653,82378,82395,82439,82458
1808,9091,17739,21952,26837,30105,31292,58205,58479,59969,63584,63712,64891,65563,69150,71810,72802,79175
7404,7519,8057,14523,15635,17769,21523,39630,43742,55514,65363,69607,70405,78983,86899,86914,86927,89750
16504,16709,17814,17881,38144,43110,50625,54169,57068,57277,57330,57359,57379,57455,57606,62392,67106,80236
2928,9098,11204,17924,25663,29677,41006,45067,46104,46447,49568,49718,51517,75293,90842,90860,90879,92369
3625,11611,16396,17995,19601,19663,29144,31751,48363,60121,65329,73266,76867,76922,76925,78038,79596,80951
4895,5703,14943,16019,18065,23355,27076,27452,41990,61228,64497,65253,65283,67479,86025,91669,91686,93546
4430,13801,15364,18082,28831,30163,34894,35433,36898,39615,55315,61099,61180,74599,79159,88656,92418,96227
