91623,98657,98658,99020
89933,99258,99260,99507
95978,97220,97227,97533
906,96717,96724,96726,96885
53943,83246,83255,83263,84251
19142,92101,92108,92150,92457
27224,90160,90163,90169,90242
3821,93337,96124,97162,97514
34510,57548,98096,98100,99704
39273,67525,86322,97024,97814
33974,88340,88356,88362,88926
25730,73792,89261,99558,99617
32942,64497,95464,97416,97639
25080,73144,93221,98192,98321
14538,77131,98676,98686,98927
1237,77242,77246,77286,77306,77641
6978,9341,87607,94476,94551,95005
7645,53781,75969,83509,83525,83529
19373,60028,69471,79379,79400,80307
54857,66418,66419,66449,66476,67339
22174,47289,51028,76386,92808,98273
26924,45098,45138,90225,90230,90343
16131,34391,61598,76635,99588,99615
10017,37067,50192,95636,97275,97771
12861,41854,69813,87765,87774,87891
4544,45530,49875,92828,97366,97815
23185,50811,50833,87408,87413,88308
22833,50865,64370,74729,77778,97383
17739,54998,59561,64430,94483,96747
880,64019,64186,85695,86573,86605
5546,73041,73183,78581,78608,78999
13171,35862,74747,87909,87990,88279
16540,45719,81313,81316,81333,81737
38802,43555,58205,82380,82489,82527
25527,26394,82498,82516,83750,87273
12516,18097,89276,89307,89309,89453
7476,17877,81141,90580,91877,99007
20134,20377,71383,91731,91739,92594
15348,36883,56090,92969,92990,93678
638,7779,94847,94849,94855,94990
2523,39377,58689,93680,95545,98144
367,5855,95067,95408,95414,95847
21583,47356,60477,71216,91271,96055
775,48304,48313,96611,96612,97343
2253,18793,76248,95153,97409,98102
26859,43441,49210,72187,98130,98131
16704,38405,60593,81921,91668,98667
43954,47109,49386,49820,98843,98846
25911,30989,42521,90009,99235,99293
12723,14983,61327,99572,99584,99769
6206,21197,21314,36104,40065,87615,87628,87829
6208,6711,33347,41659,72458,72471,73485,81619
6209,13966,36147,37480,47085,77789,84025,85257
6211,17467,32939,41824,48127,60413,89429,91548
6223,17747,38507,48334,57846,57864,78905,82532
6251,16514,33117,40658,58126,65139,81439,86714
2464,6260,16385,50442,56233,82817,82852,90505
4892,6273,33256,48699,48708,72170,83567,90393
6286,19559,39499,46786,64248,67860,67868,75852
6305,24960,30643,33344,56796,70191,76827,88892
6350,9517,14476,26153,51544,90883,94493,94542
6406,33252,36898,39094,40518,44724,91063,96003
6422,19459,28590,59833,65620,66181,66301,75552
6424,19732,31939,35053,68012,72111,74196,80491
6441,17262,19985,26528,52592,73845,91466,99839
6444,16009,29047,30423,59006,68250,88141,90638
6468,40070,46656,46673,49047,51209,55370,92465
6489,13828,27724,38526,39720,84056,84168,93447
6515,8978,38670,41192,61986,63766,75833,91018
6519,36382,45238,47997,48958,55279,69892,77693
6550,10219,13801,37841,76687,76720,83005,83135
6565,23968,28972,54157,62589,67558,71623,72526
6587,20745,39095,39445,52897,71964,78558,78667
6635,9940,14096,15006,81058,81976,84910,94337
6637,19414,41526,43335,58064,62559,74173,82250
6638,9832,19616,49745,60705,72736,76252,92434
6664,19147,26434,33520,51699,57610,95317,97567
6693,20002,33147,52556,58515,66058,74012,76975
6695,7888,14692,35441,61416,67774,96180,97872
6699,16695,17264,63228,63280,65348,76751,78693
6705,6824,17056,26992,61325,78061,95137,95858
6749,30107,32177,46093,53045,53487,76772,89528
6755,24274,40328,45554,60576,62487,73963,74021
6786,30906,41827,44890,46222,58046,77601,81680
6798,21439,22500,47972,63486,66700,76510,82553
6848,18474,27883,41886,58252,76616,76828,81171
6850,20541,33539,45536,53966,57314,73703,96509
6869,16595,38450,44551,56953,64471,64503,95566
6881,22457,22903,42857,60183,70061,78618,83998
2107,6899,50549,51375,52928,66969,72813,84318
1760,6922,43262,44210,45854,75620,75745,94585
6962,21397,23994,49164,57919,59926,79427,89169
6971,13729,28852,49609,61818,71846,75104,80029
6977,19441,34686,36866,51693,70806,78770,88719
5043,7019,11586,18480,86153,86157,86168,87352
7037,25828,28343,33532,55087,66107,79548,92476
7045,12687,19731,47444,55327,75890,83605,86229
7046,25506,30163,41338,54060,54067,77703,98075
7065,27493,33941,40263,50203,68730,69819,90444
7084,29389,43163,54085,55358,64889,64891,69099
7138,17523,28833,49087,53782,59050,83465,89080
7162,13003,18393,48309,67516,68922,81928,82725
7184,22606,35300,40476,42639,70299,71464,97990
7204,7613,15536,68064,68086,68088,68102,85265
5426,7211,18621,27976,58327,86428,86698,97271
7216,17983,22948,44358,62896,65153,71662,95742
7223,21186,34734,40114,54114,55005,75649,99933
5256,7237,7768,30831,63474,84711,90102,98579
7239,17811,18054,33810,48654,82297,88424,91669
7256,27101,31182,50527,51191,65145,77582,77974
7278,7642,18741,53231,58479,61422,85760,95405
7336,18865,39643,57498,65785,65820,65860,67151
4524,7342,17754,44536,64383,77558,78908,92953
7358,28221,48330,52827,55085,55229,56898,84010
7374,11356,49597,53228,53800,54115,61442,97046
7378,19266,28176,32982,45487,57668,97841,99160
7399,14847,38244,42608,57584,62531,82367,82378
7403,19751,29764,37534,58161,68971,75863,90511
2478,7417,60386,60585,63908,63924,64462,64798
7427,15338,27394,37603,63110,72802,77385,86899
7432,13680,30221,35488,63826,66343,82271,88697
7479,11890,26646,35456,70415,75293,75680,85099
7519,12521,35431,37188,52919,57110,90376,94894
2988,3477,6205,7545,85648,89848,96051,96196
7559,27893,30220,36346,40116,52523,96043,97258
3293,7567,18228,53780,61482,66162,79627,97819
7568,26308,40901,47852,50272,51851,77207,85999
7650,11687,19962,63830,63833,63851,64942,92203
7692,17536,53790,61475,61481,61486,61496,63002
7699,34247,36697,43388,59524,60908,61743,83752
7708,18906,19385,42759,46940,60119,94226,97915
7714,20167,23839,43726,48864,65051,87425,91172
7744,22063,26225,31675,69124,71646,79730,79751
7751,13221,31317,42554,49330,64337,82934,96514
1263,7820,27111,43459,44752,78275,90236,95042
7836,11720,39072,39440,46996,71853,81267,89774
7839,18901,21422,41923,60082,64963,78678,94150
7851,8422,10332,35627,58694,77521,94394,95117
7876,11371,21558,35187,58815,79552,79590,94009
1625,7900,19851,25844,69595,71152,95448,96543
7904,22956,37189,49467,51552,61979,63179,93732
7912,22336,29578,47179,48680,56686,76063,99524
4451,7917,21441,33152,64399,81295,87508,87795
7954,10993,24322,32835,67466,79612,79621,85155
7961,13962,19627,26048,56557,82458,84214,97131
7980,25918,40254,45500,50689,53280,69288,95049
7984,20609,41815,46806,50232,72863,72872,74777
2384,7989,33823,41938,73390,75757,75776,76901
2809,8037,42208,47819,47824,56018,84989,98254
8056,29125,44912,44957,52575,64666,64667,79000
8057,30152,30747,38675,48301,54107,79509,98410
8066,16264,29110,41593,59754,70704,70707,91760
7551,8078,16714,34223,73283,75465,79005,93639
4944,8079,19133,25713,68915,73339,91429,96406
8087,36943,41451,41776,42941,47676,82357,86727
8110,15743,24357,36666,44533,67865,95072,95612
5779,8117,9078,41005,44707,93061,93086,93125
8146,17220,29609,36692,43742,62920,91010,98619
8147,18994,29502,33181,63055,66671,76897,91511
8149,31632,50582,51539,53122,60013,60059,72862
6808,8164,33156,37670,45957,70479,86746,98978
8167,16575,20613,37139,57141,57744,94056,96523
8182,17181,26389,40719,47686,67932,86044,93825
191,8191,26703,37183,45222,70784,99684,100000
8193,11448,15545,55875,65001,67427,71523,92946
8204,22191,23796,43941,44784,65172,85767,94103
979,8211,25119,61430,61441,63000,79223,88555
8263,20820,27957,39474,54838,75709,75733,85164
7667,8285,38277,47245,47454,71048,72084,95898
8302,31130,33535,34015,54592,66539,74689,85156
8325,28784,38996,49141,50073,65741,70461,76437
8366,19239,20089,28449,30605,92678,94265,94267
8377,17130,26242,50217,50411,59279,88145,88157
8392,19598,25602,28433,50275,66359,92224,97075
8417,31279,33192,41307,50426,69513,72947,80877
8444,19987,38931,45429,49499,58466,76251,90951
7539,8469,27324,35770,63953,64442,87328,93133
8471,18436,26399,42317,60765,62026,74871,94673
8492,9311,49220,55140,56297,56305,58336,94857
8508,16448,17722,37973,74141,76342,78201,78623
7328,8518,16249,34984,63384,77786,84762,94947
8544,9031,18200,43919,71237,71243,79218,86566
5360,8577,32779,49568,56575,70786,76458,87855
8592,34564,39374,41734,46757,56999,66102,93836
8601,24939,27899,40465,40491,76110,84725,84728
8612,25109,41068,41143,46140,49986,84280,91620
4960,8620,22860,41434,42045,72016,97406,98617
2195,8631,27820,37745,40398,85403,92227,93539
8632,17190,33902,43581,44983,49688,94649,95333
8635,23459,26445,34127,39132,70190,90797,95173
8638,11653,33412,38054,48968,58600,93199,95434
8647,29770,29834,30261,56663,62019,78453,92311
8670,18021,27245,35088,42264,76545,82677,97448
995,8699,25903,26721,70093,78784,79212,97551
8701,9651,13544,41054,60002,76242,79031,99733
8708,18566,21417,56816,57491,57640,69593,97727
6033,8714,14397,31160,58546,89177,89192,90739
8745,17213,22917,27114,68137,68196,75694,99942
8770,31455,43159,45181,54113,68413,68414,68453
5285,8772,21086,22577,68103,69645,92817,99673
8775,28162,28210,28331,49555,75761,84537,84627
8786,20494,21848,26232,63988,76157,79593,90860
8794,23480,36556,58244,58284,58286,68981,75333
881,8804,28013,40388,52028,77633,87798,92413
8811,10149,28862,44623,63852,69715,70446,91500
8852,11339,11565,54694,60121,72907,75060,93420
8891,9455,28153,35496,51410,78232,82072,94249
8906,15778,18415,37644,71840,77051,78966,79358
8912,13225,21516,38230,42762,75612,89368,98333
8919,14166,35979,41211,67898,68912,69674,81199
7630,8928,27563,30156,39311,85264,94488,94618
329,8952,49826,50117,53457,60481,72672,92124
5446,8958,23954,39135,54587,68914,92982,93982
8975,24236,41752,41895,50155,55099,70321,95525
9016,25422,27630,30327,35445,84013,86227,89878
9025,18559,34528,50259,61379,64652,71788,77768
9040,11263,21884,38257,67429,70697,71263,98125
6878,9075,33857,41271,68309,68329,68347,91892
9088,26014,28569,36095,49252,50420,91761,96759
9091,19687,47784,49397,58434,67479,67496,68590
9098,18500,33361,43016,58066,59879,71602,94436
9142,9904,32978,36234,52459,80614,80618,86009
4362,9145,18665,46148,64003,79607,82655,83373
9172,24007,30573,34326,45419,67432,87521,89508
9186,14661,18371,33533,60739,62231,92021,97216
9210,18556,54180,54250,54386,54387,54953,88036
9219,15153,22066,54263,57275,71076,79401,79505
120,9231,36088,37121,59115,66255,89502,90526
5036,9241,41119,42731,60203,64073,72887,92668
9251,31524,32612,38484,43756,67403,79541,85387
9269,15779,21508,48650,50423,72242,78529,91558
475,3847,9276,13444,86139,86478,93496,94803
9278,19650,20060,21297,75297,75814,82333,84229
9301,19897,26289,36728,37782,78644,86350,92967
9312,26311,38810,42944,48554,52171,77063,92793
9337,15669,38088,45648,48469,66304,71585,92858
9342,23638,44442,51524,54360,63217,70176,71259
9354,20033,30945,52014,56128,61776,74754,82954
1548,9362,22803,40986,62190,67989,89191,93889
1488,9371,12369,17422,78307,87680,88903,92418
9388,13342,25905,28142,58050,83160,84386,85585
9409,20886,28713,44638,47178,72182,72677,92275
9413,13718,24187,37207,56052,59891,91171,96319
9417,20858,23803,30443,72742,72761,78775,79159
1604,5441,9438,10168,80692,93320,93322,93973
1530,9512,31374,34649,48019,83402,89729,89743
7007,9545,21161,33211,62048,65495,92469,97022
3055,9552,14917,52705,71179,71181,71208,94161
7736,9559,31550,42899,43042,62919,94977,95276
9573,16590,27841,43164,53221,63141,78368,96060
9577,21078,32013,52730,59886,61570,75505,75599
9579,19094,28973,43737,57824,62008,70864,95879
6832,9588,10829,20569,74736,76867,90587,97950
9591,12170,15167,36718,61793,77629,87386,87504
9610,32247,39601,42427,45210,65278,65283,88302
2776,9640,16078,32227,53208,80183,96922,96924
9715,25386,25516,36980,52643,72631,79899,85188
9735,11611,14600,60939,61683,69550,77780,82060
2206,9747,38790,46823,72425,72434,72445,73088
9758,16874,47348,48617,61261,65658,65965,72477
2497,2928,9773,9915,88682,91191,91203,91769
9793,14716,17512,51925,68149,68486,68503,88874
9799,19969,41018,54211,60280,62590,70038,70053
9806,10887,38343,39404,50165,73081,73289,92983
9856,15944,22657,30830,44378,72724,95368,96201
9866,14642,18774,28831,50977,72708,95812,96348
9881,22051,29469,38782,57741,58701,74817,96516
9900,24629,40456,46733,49009,52456,69700,95075
9910,19908,45418,46574,47456,50673,83999,84020
9922,12044,13880,45060,61308,62907,88102,94735
8388,8828,9967,35963,80494,80527,80749,83042
9972,18452,42999,45310,52970,53260,69258,95737
9979,16423,27602,27741,60156,61650,90737,93670
2480,9988,34834,40779,63510,66394,82219,87754
3869,10002,12439,25305,55938,87044,96309,97052
8747,10009,17281,23129,59385,77315,95452,96640
10011,12180,24821,33895,56985,75464,80296,94306
10044,16650,37054,46929,62816,62853,66155,85457
7528,9683,10067,45040,53974,77681,91686,92299
10068,17924,24245,29297,54702,62695,94440,94587
10077,19350,19419,56672,62810,63016,72878,83736
10084,16024,18981,61315,64263,66153,70837,80301
10090,17369,18577,42270,52672,69540,79118,98322
10100,19909,25988,44976,58979,71288,71325,85393
10104,13445,15808,43271,71765,71777,73149,88639
10114,21238,22280,30256,51555,67073,92065,93377
10126,19676,23539,25719,59965,78157,82195,88581
10133,19995,22236,42286,44679,66876,83143,98610
7050,10145,31751,36844,48598,73051,85408,95111
2865,10146,17051,38571,55165,82038,88653,93469
10148,20039,28659,46064,52768,56734,85447,88099
10156,23767,24155,26861,61420,70520,76877,94202
984,10158,29492,60132,60146,62121,80590,84335
4066,10159,10578,54771,71810,75204,78175,83195
3140,10178,33637,41102,45738,71033,91267,91863
10195,19511,34980,50111,55661,56032,75184,86284
10203,12974,25468,49936,50499,55521,88312,95045
10246,14125,39888,43174,49429,51504,81925,97667
10247,30780,31030,34021,47872,65038,84303,84667
9679,10274,32663,48946,53795,58008,80980,93613
6127,10283,10772,58675,68482,68718,78376,86525
10318,14588,24909,51797,58065,59243,77504,91534
10327,27828,32015,36341,54630,54642,84399,87776
10331,23139,24560,24687,45620,77200,91162,91259
3960,10350,29130,39450,54300,78647,78655,93466
10363,14701,16719,21717,66080,78948,87001,92429
10395,25744,26254,30685,37462,70696,91169,95553
10407,28296,54935,54965,55463,55495,55561,72836
1765,10419,12341,24737,56433,88101,97079,97083
10422,34376,35494,48365,58743,59812,61460,79286
10434,12201,23908,32914,55333,70199,89727,93242
10444,24863,34113,37096,50482,56418,74855,99687
10452,13771,31839,59904,59910,60471,71209,80402
10495,27747,29430,35264,54783,56175,77720,96344
10504,13776,41585,50555,54394,66640,72352,78152
10507,18309,31026,60558,61510,61518,61539,82991
10510,34767,39565,59489,59505,59688,60744,63690
3395,3624,10520,16819,82089,86624,88912,95975
2916,10527,22189,46197,64691,80475,80480,80483
8994,9829,10533,21552,73033,87602,87605,88810
2171,10558,31728,56607,56647,67894,73856,88497
5182,10572,10675,26775,58835,84824,95494,95601
10620,23466,30797,51862,53541,55789,71580,90303
10627,11672,14249,26256,65464,71557,94064,94069
10635,29024,34623,35663,39315,66001,74831,97866
10658,25674,25886,34830,42367,66896,87336,94311
4534,10665,13600,29893,67337,77461,90942,93526
3092,10666,13759,45168,63212,74179,88862,89020
10686,23963,27768,29927,52392,61121,89888,92213
10711,15171,18548,51967,59909,69492,71157,91003
10725,19196,27092,37197,50737,80600,80670,81741
6658,9725,10740,51774,62994,63974,86997,95096
10749,24702,40642,53270,56117,66847,67242,68389
10768,24920,27708,32929,37685,67379,88233,98336
4867,10806,16425,42770,61099,75478,80951,95562
1472,10812,24793,64301,64315,64336,64973,92956
10818,34123,41011,51511,57249,58878,66574,67794
7235,10868,15659,49436,67941,68479,74707,93633
10885,33122,41654,45940,61266,61274,63607,70210
7400,10905,30456,30793,50123,74367,91943,91971
10930,18776,22913,43971,54839,67167,70377,98985
10937,12784,26966,27678,51662,65928,92149,99854
10408,10979,14771,23438,49886,89175,89321,99980
10984,37172,43284,47752,51964,61940,62091,72771
686,10990,35308,36681,62069,75752,79545,86927
10999,21296,33731,36753,48625,60111,85007,91436
11042,17664,29237,44746,58527,73555,74256,78931
4216,11100,27730,33617,62105,74277,87185,87728
11115,26230,35033,43923,49122,49306,78778,94451
6129,11122,15108,62272,65211,68604,78151,81361
11150,14057,14406,19872,74184,78878,82132,93279
6634,11187,19763,53680,53785,63664,80022,99223
11196,27081,28935,33829,43425,66981,88240,88271
11200,15635,29702,34788,47090,71483,79836,98224
11204,27977,31322,40148,66672,66674,69849,74112
11219,21396,22760,41945,61675,63581,80846,84536
11230,26616,44243,44404,47573,66806,71135,75951
11239,16090,36885,42195,57185,65201,66747,92416
11260,23726,32801,33899,57932,65733,76638,85969
5400,11277,25060,31525,38012,86974,94628,95082
11300,17928,25094,31489,47955,62380,94597,97215
11301,42421,42822,48718,56800,56826,60330,68740
11330,27838,31251,32618,43099,70949,70961,99912
11342,15101,29546,51630,67008,67143,71016,75172
1195,11379,17899,59825,60543,78410,78863,79844
2944,10718,11389,11745,75330,86219,93985,95628
11457,24356,29323,38103,59721,59792,82597,82609
5900,11476,40040,48079,54092,68548,79901,79922
11479,16299,19808,36533,54599,79716,81609,87915
11484,14245,21416,29969,51686,70026,93662,95470
11491,16484,25357,51332,52995,67001,74181,89117
11505,17814,34809,45978,58135,66601,72882,80234
3340,11508,21618,36901,54123,78402,86081,95985
11576,11986,20945,23909,37779,88057,96053,97653
11618,22943,25810,32259,48990,49004,98104,99230
11620,15518,37636,48503,56162,66173,75572,76774
7834,11623,15972,57129,57169,63147,82299,92785
11654,17519,28863,37757,55683,67328,80259,88895
10765,11662,13696,41838,57103,69964,87438,95492
11673,12951,15575,24104,72571,73492,78124,99468
11793,18691,21607,51439,56735,75408,75421,76864
11804,21399,23639,49741,70143,70150,70158,70924
11810,13166,22196,23631,54786,73198,93583,95588
11823,12410,20575,26871,43924,86449,89977,95929
11874,20038,23244,30322,31194,82531,89188,99567
11881,15219,20855,31042,59969,70400,85619,92973
7634,11888,52026,57052,61507,63723,66381,67747
11897,22257,24180,51098,61035,61046,61064,95381
11352,11900,31209,39372,44435,56677,95664,97349
11926,16396,40848,41153,48742,68377,77870,82646
11945,24791,33546,52428,60732,64814,65767,73935
11961,20621,30209,34764,53672,63611,75088,98032
11963,26674,28143,29481,46141,69530,84037,91989
11976,16758,18183,36915,65640,73800,80933,83753
12004,16827,18486,28787,41462,80744,90516,99132
12021,16988,24716,28464,32563,76475,97076,99655
12027,20279,20317,35072,48997,82668,83980,84618
12053,18812,21233,46056,52547,72326,79949,84982
5585,12068,13193,18445,75034,76010,93801,93822
12102,17510,22329,50579,63782,65511,69266,86879
548,12105,27907,54952,61913,63123,81458,85952
8752,12133,38087,39699,41020,58166,94770,95331
12173,26081,28484,41828,55529,55963,82395,85505
4180,12184,16619,47277,58644,67773,87797,93484
12204,16671,27773,27882,62814,64270,77719,98625
3604,11434,12218,49154,71375,73955,83107,83111
6165,12259,35375,38871,50339,72401,79531,93017
358,9697,12265,41186,53334,90024,90047,91047
2418,12288,34444,49406,56744,70334,76079,86245
12316,24925,48285,51340,52138,52200,69629,77125
10076,12332,16173,46356,72410,73924,78339,78348
214,12405,33898,39988,43176,74419,89034,94824
12407,18787,37487,39367,48380,65363,77259,88908
12436,23694,25239,29913,38897,80242,81668,95869
12447,17436,33726,36959,49637,71337,77264,89152
12451,16301,46444,53327,53499,63240,70719,71977
12509,25566,31630,39167,53451,66246,67147,92242
12514,22135,27695,49884,51642,56244,83918,83926
12523,19500,28791,29225,44234,71610,90602,91473
12525,25500,34689,39457,51099,72359,72635,79694
12550,19157,37691,48257,58100,58198,73642,80363
12566,18135,49209,49808,55243,67377,67808,67812
8716,12591,17502,40882,48395,81902,88852,89118
2691,12594,13659,25624,55401,91985,92295,93709
12599,20513,25641,27076,35439,85251,87325,94114
12607,19326,33341,41305,62334,65142,68557,85346
12608,15075,37467,45316,53863,57833,77559,88237
12636,25309,35873,40527,42657,63180,78305,89471
12651,20072,21003,27359,28573,86873,93634,97793
2282,12677,15290,41834,50502,82290,84922,98161
12691,20003,33695,38400,57326,62708,74073,89062
472,12763,20266,47191,59366,78412,78703,90785
12769,27727,29246,53710,53752,65636,66232,78886
12292,12773,18935,36436,56959,78602,78984,92977
12779,19368,26676,34294,63297,63540,75864,92140
2250,12804,29310,56767,61840,70921,71485,82581
1948,12811,30194,36453,68963,77457,79756,80376
12819,29597,33556,37753,46459,72100,76499,79175
12836,34385,39577,45519,46932,62128,68283,78298
12877,14246,26121,40960,43332,63661,93131,93630
12893,19381,23194,49408,50957,70352,70393,91380
12897,14590,15407,33873,48887,73146,91559,97599
12910,18427,31142,35167,37049,77128,82364,93771
1087,12934,44745,47496,51690,57778,79702,92526
12938,17088,17682,31702,64136,65227,88184,91001
7281,12984,27610,32957,62518,62916,82170,99522
13000,24709,32582,37805,69317,69864,69887,70794
6402,13023,17268,51801,51836,72587,83061,91980
12129,13062,13562,43107,70937,78378,78391,78392
13175,30630,32609,36051,41515,61203,73420,99355
13184,17609,39200,45975,56839,56943,74599,83609
13189,22573,33485,34078,59205,64299,78342,82787
5447,13215,25331,43831,49668,69346,86979,94141
13234,38902,49548,49551,49554,49874,50245,87050
7631,13242,16167,45862,70730,72681,73329,88316
13266,26452,30059,30211,40089,77816,85029,85036
8551,13274,20685,38647,64198,71786,77144,93673
2534,13278,19195,37043,59389,61393,95920,99206
13292,20488,24884,45514,48601,64731,85223,85225
11168,13326,27917,35897,41429,65163,95776,97282
649,13355,19979,38341,41956,86387,93645,93646
13362,29953,49387,53278,53843,58915,62899,66321
10797,13364,26847,62527,62530,62544,64510,84839
13370,13817,21351,42276,58531,65591,78595,94427
13397,13491,23794,30479,66916,74567,79940,85374
4619,13403,17074,35721,46065,82740,88408,99928
6238,13427,26188,36464,39662,77537,93987,94455
7726,13437,16380,34525,55957,71301,93228,95404
13457,23916,24557,25644,43861,78321,88142,90060
13469,15394,17137,20657,42544,91802,91807,95148
13522,18193,26516,29144,56439,75878,79888,88378
13523,22869,28695,33281,35173,82781,85778,85858
13525,23312,40015,46572,51293,52927,64698,95616
49,4834,13549,22011,76311,88103,90251,92850
13551,46318,47338,48535,51427,52598,53639,74552
9897,13632,23076,23174,27550,96792,96810,97027
13651,19044,19087,27104,37522,84011,93380,94159
13656,17843,22429,26892,44000,78093,91724,93321
13697,21472,40955,45945,54632,61968,67726,81563
8855,13728,20444,39420,65338,69318,73103,97752
13754,22056,22695,33820,34592,83700,84748,92593
2986,13758,29660,32975,63373,75057,83714,86435
13765,18225,35180,37518,52038,61151,77880,92201
3506,13773,17586,42375,42381,84770,89238,94329
4423,13806,15043,37486,62161,80068,84848,90123
13824,29648,37099,39223,66743,66800,66802,67819
13837,17798,28290,36229,62308,73281,75200,81015
13926,16588,21727,40337,55352,66226,81007,92795
13930,18846,19769,36539,62259,71922,72474,92219
5646,13952,30818,35821,61074,64193,83824,92630
14014,27387,43260,48478,54733,59859,66961,73266
14034,23621,40256,45958,50792,64491,70266,78540
14036,23117,35095,42464,43103,58787,77584,93772
2558,14076,31104,44534,58579,78161,78277,80669
14093,17325,34155,44204,48281,69027,74174,86699
14099,16733,50581,52186,52483,67273,67286,67317
14116,18477,27600,29581,59127,63050,76295,99712
14130,18307,27682,31659,46104,77479,85304,87293
14155,16180,26576,39199,69031,69038,71726,82053
14177,19198,38116,39600,47670,57184,72933,99080
14214,21074,23741,46614,51884,66119,75031,89281
14236,17204,41937,45206,55953,68117,72246,73059
6872,14242,21083,22360,66983,74067,90639,91712
11322,14281,24024,45557,53954,53963,86685,98172
14329,29685,30659,34609,60419,65253,66168,86836
13671,14368,23186,41006,60966,69192,71345,94224
14390,14536,37739,50740,52463,55927,77706,84457
14474,23737,27512,46548,56645,60796,69474,88772
14477,17309,24883,42006,50388,67202,82124,89569
14482,16522,23475,55916,67223,70070,70090,70180
508,14746,43065,46798,46988,59423,85964,90466
15036,15445,38246,46031,61983,69889,70332,70996
15073,15285,40782,42354,44138,76735,76792,76799
15123,15274,34705,50182,61645,63143,66105,81781
15143,16308,23381,26220,71268,71902,78758,84978
15342,20860,22387,48994,49227,64481,69771,96896
15763,25178,30444,48924,52360,59781,76891,78617
15866,38156,41707,44758,51452,59046,61465,75508
15913,32776,37810,42791,43044,43050,86093,86481
16310,19237,32494,35466,37181,72991,82953,91326
16331,19822,32375,52147,52152,55250,79665,80216
4768,16504,31032,49201,56017,63096,76151,91189
16709,22014,25663,34193,64020,64035,79081,82243
14748,17216,21720,34368,61954,67314,85139,85499
17323,21588,27365,51135,51227,52198,73293,93829
6538,17787,18277,38144,71644,71704,72688,91176
18119,18282,25494,26145,61264,74186,80944,83524
15448,18187,18263,33448,44027,79360,80352,98873
18380,19391,29981,32829,51820,60569,82896,92092
15849,18470,28365,36293,60445,64658,64860,99018
18510,22143,36424,46667,52035,58312,59310,94557
18528,20162,20702,45179,62340,67580,68274,85193
18592,24822,29670,42422,47536,58020,80092,86804
10227,18746,42107,44728,52895,56196,75987,87072
18818,22073,27596,55733,55753,55762,68895,83328
18833,23353,47652,49496,51517,57699,66407,73001
14827,19189,22842,32903,61415,67070,80057,89655
17854,19501,22878,34388,42301,73786,86040,91210
7547,16731,19577,54501,66543,74075,74082,74902
443,19609,21524,28679,67453,75638,86025,88587
19610,20631,23628,43201,49839,60562,82941,87546
19677,22730,27920,29832,46874,62331,89295,89299
20919,38145,40660,41154,43875,50330,65452,87423
20452,21085,32561,36520,56674,58534,78098,84034
21157,34335,46200,48389,50655,58654,60903,67665
21179,36608,42116,44770,45359,56732,57277,83917
21685,25673,28663,56691,60074,60292,64262,70618
16141,22006,38761,40277,50988,69295,69895,80595
22529,25654,30484,32693,51758,70703,75836,78301
16506,22564,23834,38327,57256,63340,81145,84986
22899,25716,28994,53969,57752,61843,65515,71270
20487,22922,30143,31301,49480,64751,84422,84452
19663,21955,22977,50187,51610,58802,78308,84456
22996,29399,31924,38287,59220,67923,68384,69825
23242,27125,33208,35508,50625,60609,61950,95691
14522,23310,33375,46918,46955,46957,80636,95285
22146,23375,23894,36052,52481,52486,86777,90747
20850,22825,23570,48700,58984,59013,66008,88008
18137,18832,23902,32620,66685,67259,80260,80263
18343,24051,24179,31190,32263,78518,88487,90927
15910,24071,24945,35322,43386,53080,93434,97810
22265,24131,26107,30365,60982,60985,73809,89314
15410,24783,30613,31949,62713,71222,72976,78292
14620,16647,19560,24952,45424,80334,88171,98250
14572,19357,25064,30354,58184,76456,78970,85001
20528,23473,25474,45529,48475,60910,81739,81830
15180,19428,25808,28859,43359,75616,85451,94257
19937,25145,25818,26175,51617,57221,89143,92902
26221,29174,41903,47866,49297,53461,69249,70787
26239,30477,37498,44487,47737,48564,76476,76480
14802,26518,32621,35426,43323,62122,78781,94365
14690,26550,29051,45384,45481,52041,86980,87781
17844,26201,26748,27954,31095,85787,85813,86516
16313,24849,27024,43468,46234,66833,75122,88115
19144,21814,27036,40767,55728,60694,73826,88949
18532,27201,36371,52351,52354,52369,53724,95056
15165,27501,36856,56327,56333,56784,59973,79019
23499,26111,27515,28144,31572,76677,84950,89490
17288,27585,28051,43633,47710,65746,71506,86439
23259,24652,24935,27786,28413,68758,95006,95149
16260,21031,27978,37353,44895,72332,72339,95770
17985,28160,36780,41720,43706,53308,78551,87748
14039,19601,28186,31382,47965,76096,83614,87075
16681,21653,28241,31723,59839,60917,77822,91082
18922,22792,28978,45897,47416,48996,87045,87912
29276,29633,33323,39700,40630,55749,72330,87317
29751,29822,32256,46339,50817,52024,58851,88098
21139,29218,29824,47161,50979,54367,68714,86556
21254,24988,30039,44738,47658,71816,73677,73788
18872,27751,30056,30931,40677,59283,89962,90426
16192,21606,30136,30297,59962,64031,78198,87536
12242,15475,29233,30361,32438,78792,90842,98575
27589,30403,30448,33777,53290,60802,60811,90838
30430,30508,40474,48538,50172,51080,65472,71284
22222,23270,30761,36847,59390,65419,70562,79487
24574,25933,26251,31277,57589,68797,72453,81084
25963,31314,37806,39615,44887,54595,59885,93893
18259,31370,33548,36167,41990,73874,74616,78134
904,15092,15232,31471,39203,92612,96716,96728
