871,928,928,928,928
871,928,928,928,928
866,929,929,929,930
839,936,936,936,936
829,938,938,939,939
827,939,939,939,939
799,946,946,946,946
775,952,952,952,952
775,952,952,952,952
759,956,956,956,956
755,957,957,957,957
731,963,963,963,963
731,963,963,963,963
719,966,966,966,966
703,970,970,970,970
687,974,974,974,974
687,974,974,974,974
687,974,974,974,974
675,977,977,977,977
671,978,978,978,978
663,980,980,980,980
639,986,986,986,986
607,994,994,994,994
607,994,994,994,994
28,911,911,911,911,911
322,624,799,946,946,946
368,423,948,948,948,948
387,593,663,980,980,980
450,451,920,920,921,921
492,493,645,984,984,985
303,560,930,930,930,930
382,583,723,965,965,965
61,721,905,965,965,966
763,764,764,764,764,764
763,764,764,764,764,764
738,769,769,769,769,769
729,770,771,771,771,771
718,773,773,773,773,773
663,784,784,784,784,784
663,784,784,784,784,784
194,619,797,991,991,991
578,801,801,801,801,801
568,803,803,803,803,803
438,829,829,829,829,829
358,845,845,845,845,845
358,845,845,845,845,845
348,847,847,847,847,847
22,847,912,934,934,934
321,852,852,852,853,853
228,871,871,871,871,871
228,871,871,871,871,871
1,916,916,916,917,917
72,814,924,924,924,925
414,468,925,925,925,926
233,704,835,937,937,937
468,469,835,937,937,937
219,532,958,958,958,958
147,600,959,959,959,959
365,365,963,963,963,964
482,483,723,965,965,965
37,715,930,967,967,967
209,494,970,970,970,970
442,607,618,972,972,972
554,555,555,973,973,973
97,569,979,979,979,980
165,442,994,994,994,994
125,478,995,995,995,995
3,587,998,998,998,999
500,500,583,1000,1000,1000
500,500,583,1000,1000,1000
227,324,404,453,453,453,454,454,454,907
40,454,454,454,454,454,455,455,541,822
199,235,316,316,383,458,639,657,658,722
162,173,253,327,397,458,479,615,794,925
92,179,271,458,459,459,460,642,643,920
442,460,460,460,460,460,460,460,460,461
434,461,461,461,461,461,461,461,461,461
66,100,238,270,462,462,462,628,922,973
59,417,462,463,463,463,463,463,464,866
89,375,464,464,464,464,464,465,465,869
398,465,465,465,465,465,465,465,465,465
7,94,276,360,384,466,582,745,745,924
141,467,467,467,467,467,467,467,468,705
230,468,468,468,468,468,468,468,468,609
4,234,457,471,472,589,589,589,589,589
75,143,198,396,471,471,472,472,942,943
323,473,473,473,473,473,473,474,474,474
37,297,475,476,476,477,477,477,506,885
90,104,153,159,481,545,577,656,841,977
72,109,388,445,446,482,525,558,559,999
121,181,251,252,481,481,482,482,880,972
104,241,243,484,484,484,484,485,606,968
192,487,488,488,488,488,488,488,488,488
9,45,72,185,232,258,488,614,674,717
132,473,490,490,490,490,490,490,490,548
125,164,366,491,491,491,491,491,491,982
157,491,491,492,492,492,492,492,492,492
89,102,371,427,441,493,590,690,690,690
128,495,495,495,495,495,495,495,495,495
138,176,197,496,496,496,496,496,796,796
37,154,166,371,501,501,501,599,787,966
66,206,236,251,502,502,502,680,681,957
8,10,123,225,504,681,758,758,758,758
153,182,200,226,407,479,504,677,797,958
40,253,469,504,504,505,505,505,505,793
6,388,507,507,507,507,507,508,549,597
85,120,355,440,440,440,507,659,659,878
103,255,378,422,423,510,510,510,733,739
79,256,357,422,423,423,423,510,845,845
111,123,257,279,458,477,513,513,926,926
3,114,199,312,361,513,625,630,833,993
100,147,514,514,514,514,514,514,593,659
35,430,514,514,515,515,515,515,515,515
191,258,325,455,516,516,516,516,645,645
108,409,446,517,517,517,517,517,517,518
32,40,254,376,377,519,567,806,806,806
125,212,214,239,520,520,520,520,856,857
160,216,525,526,526,526,526,526,526,526
78,87,199,526,527,527,527,528,792,792
178,255,359,528,528,528,528,528,528,623
168,260,326,370,529,586,586,586,586,586
96,343,345,368,471,530,530,530,657,713
68,239,292,349,530,531,531,531,640,872
113,170,381,403,533,533,533,533,533,851
165,383,383,383,383,456,533,558,572,767
90,153,154,176,538,538,539,779,808,808
51,61,216,328,329,540,657,658,820,923
60,200,291,454,455,540,540,541,541,961
182,267,358,539,539,539,539,540,540,540
28,42,368,368,446,541,659,709,711,711
254,296,315,405,541,541,541,542,542,606
30,142,185,186,390,542,777,777,777,777
27,196,545,545,545,545,545,545,545,545
165,218,380,545,545,546,546,546,546,546
3,167,207,548,548,549,549,549,730,733
78,118,185,428,550,550,550,550,787,787
98,115,141,391,392,550,635,739,739,783
190,192,247,495,552,552,552,552,553,698
154,192,362,553,553,553,554,554,554,554
27,42,75,293,555,555,555,555,953,973
55,59,112,260,287,301,557,984,984,984
51,75,557,557,557,557,557,557,557,558
57,207,207,295,313,494,558,616,918,918
22,47,201,559,559,559,559,559,559,959
47,117,221,278,530,560,560,560,855,855
33,61,561,561,561,561,561,561,561,562
51,83,346,562,562,562,563,563,563,728
64,220,223,484,563,605,605,605,607,607
15,102,112,502,563,564,564,564,740,857
207,233,333,415,565,566,566,566,566,566
37,68,111,113,372,565,611,745,968,993
137,230,231,285,569,569,569,569,570,854
108,108,388,568,568,568,568,569,569,569
18,268,303,570,570,570,571,571,571,571
51,172,186,539,571,571,571,571,572,779
92,230,246,491,572,572,572,572,601,635
181,287,288,377,575,575,575,575,575,575
108,210,216,367,575,575,575,576,576,805
44,84,212,286,573,573,574,578,801,858
146,192,242,271,347,578,700,700,700,707
155,193,228,363,434,579,602,603,603,823
35,190,235,529,578,579,579,579,579,700
93,161,426,426,579,579,579,580,580,580
53,76,116,216,580,679,715,716,716,716
291,291,291,291,510,581,582,582,582,582
138,162,215,269,582,582,582,583,710,760
75,124,370,444,584,584,584,584,584,650
49,119,185,409,549,585,614,614,615,844
105,132,137,365,585,585,585,585,585,919
22,183,365,366,376,585,640,640,676,730
235,236,236,376,376,472,588,589,706,769
85,152,170,457,589,590,590,625,655,670
220,222,394,394,396,591,591,591,592,592
162,277,307,311,566,592,592,592,592,592
25,161,203,513,566,566,566,566,592,825
227,396,396,396,396,396,594,594,594,594
100,135,170,596,597,597,597,597,597,597
101,286,401,404,404,597,597,597,598,598
150,194,195,218,599,599,599,599,600,830
282,289,289,290,322,352,604,604,604,947
113,185,263,357,441,556,605,667,691,705
85,85,303,304,304,392,504,606,1000,1000
102,145,163,531,607,607,607,607,607,607
138,205,306,341,341,466,610,642,682,852
247,319,357,477,477,477,478,478,611,662
35,72,229,248,372,488,572,611,963,993
64,115,194,246,593,593,593,593,612,980
89,117,165,342,438,612,612,612,612,984
145,147,306,306,307,366,613,614,859,920
95,96,259,290,516,613,613,613,614,874
166,206,244,278,614,615,615,615,615,615
56,116,126,377,460,583,612,615,638,1000
104,122,160,268,512,616,616,617,617,951
36,169,338,338,617,617,617,617,617,617
43,129,322,333,456,459,618,679,736,808
87,124,173,425,617,617,618,618,618,686
192,239,414,414,414,428,620,620,621,621
75,136,216,360,360,375,620,788,789,864
59,81,112,197,433,621,621,725,867,867
148,194,194,302,303,624,624,624,624,946
99,105,118,361,622,622,623,623,624,786
29,117,161,212,438,603,603,625,869,926
98,140,246,281,589,589,625,625,693,697
62,85,133,301,564,626,626,626,633,927
52,67,68,628,628,628,628,628,628,628
182,182,183,212,361,593,594,629,720,927
134,246,261,315,378,421,630,682,749,767
54,155,230,252,349,458,543,632,915,995
141,316,316,317,326,440,440,633,658,996
77,83,235,519,520,615,633,633,634,634
45,96,152,154,223,635,664,763,914,937
31,43,99,378,437,534,635,707,855,864
108,139,177,335,401,589,636,636,707,855
128,186,259,308,477,537,636,637,637,778
19,21,82,637,637,637,637,637,638,638
160,213,224,266,266,639,639,639,640,897
206,214,215,215,275,437,582,640,801,998
108,216,248,252,305,397,501,642,957,957
25,60,220,459,606,642,642,643,643,643
20,79,214,248,515,645,645,646,689,882
28,29,338,338,617,646,646,647,647,647
130,131,364,367,384,523,633,647,647,757
266,295,331,331,331,331,332,648,778,940
134,272,273,274,378,650,650,650,651,651
34,196,222,232,649,650,650,650,650,650
202,213,327,530,531,532,532,532,533,651
57,96,251,417,507,651,651,651,651,651
147,213,238,258,259,565,653,696,777,777
67,71,269,377,492,520,657,694,695,741
78,91,291,431,431,629,658,658,658,658
53,145,330,330,357,514,624,660,660,910
88,96,126,128,217,660,721,849,849,849
3,178,232,252,595,664,664,665,665,665
8,30,182,410,635,657,665,665,665,666
9,150,249,398,446,666,666,666,666,667
2,107,229,311,359,669,670,670,670,896
175,175,423,423,423,424,424,600,670,846
83,406,488,489,489,489,489,489,489,672
128,224,224,225,414,673,673,674,674,674
138,226,366,375,376,526,548,676,676,676
26,251,270,451,451,452,651,677,677,677
180,181,338,340,398,437,677,677,677,678
189,339,339,340,357,443,514,678,678,706
33,115,135,157,558,643,679,723,768,772
119,205,279,281,301,679,679,680,680,680
183,193,227,278,453,530,679,680,680,680
133,258,262,340,340,341,681,681,682,865
57,296,296,297,304,339,446,682,907,959
59,80,95,169,417,512,576,682,996,997
86,103,284,323,362,685,685,685,685,685
34,288,344,353,353,465,686,686,687,687
37,65,74,308,494,547,687,735,795,841
45,225,275,275,345,385,499,689,857,988
106,149,153,186,371,609,667,667,690,985
103,185,330,330,370,425,425,691,771,953
84,99,122,332,397,397,694,744,794,920
95,312,375,413,451,455,528,564,695,695
134,192,212,312,312,324,695,709,709,984
99,146,174,287,350,700,706,707,707,707
143,217,347,397,397,397,397,701,793,794
185,186,219,351,417,417,702,702,702,702
131,256,351,369,417,417,418,651,702,871
55,182,186,388,408,424,685,703,776,776
22,158,294,295,296,703,703,704,704,704
159,160,222,349,352,353,379,706,918,985
235,236,236,472,472,472,472,473,709,806
75,86,269,273,330,710,710,710,710,710
89,96,114,300,347,608,713,713,713,890
2,37,179,402,402,551,716,716,717,861
7,40,87,147,717,717,717,717,717,717
78,90,173,395,398,407,720,720,720,882
6,119,129,240,481,721,721,722,722,722
2,155,240,241,299,481,515,721,933,996
258,258,259,259,260,350,351,725,873,990
84,111,200,450,450,450,533,611,725,969
29,167,231,363,363,364,724,725,725,892
60,228,306,360,362,363,726,726,726,726
34,69,101,182,548,729,730,730,730,730
118,134,273,322,354,356,665,728,731,902
61,94,103,135,528,732,732,732,733,733
13,185,222,309,323,498,733,733,733,834
56,111,160,265,395,406,720,733,868,869
20,79,106,187,312,737,737,737,773,895
107,131,136,155,355,595,616,737,759,992
132,158,396,403,403,403,594,618,738,738
26,130,141,204,371,742,742,742,742,743
62,112,176,229,372,722,722,722,722,744
4,4,47,52,746,746,746,746,746,746
201,204,355,383,506,546,547,547,547,747
49,56,84,161,568,674,747,748,748,748
7,116,226,249,301,500,748,749,749,938
41,222,249,249,259,342,749,781,784,907
28,52,107,170,480,749,749,749,749,750
83,138,173,193,246,750,750,750,750,750
45,108,182,294,316,529,751,786,786,786
12,89,227,519,520,565,633,633,633,752
70,188,241,320,364,511,633,752,752,752
21,155,188,565,565,565,565,571,635,753
67,126,280,361,373,374,738,753,753,758
43,72,134,416,504,504,504,755,755,896
161,190,212,319,320,354,756,757,757,757
81,204,254,318,378,379,392,757,910,910
15,28,178,282,299,745,758,759,759,760
13,13,32,374,374,753,753,753,758,760
7,9,174,248,380,522,761,761,761,960
5,6,38,261,270,724,762,778,851,888
7,106,212,385,408,408,708,762,762,825
49,99,114,158,473,545,689,721,762,973
4,92,299,299,300,598,688,765,765,773
132,184,184,242,307,407,549,765,820,993
23,70,384,387,388,388,557,775,775,836
112,114,167,273,335,431,776,776,776,823
235,236,324,324,328,468,469,648,775,776
88,112,329,329,345,395,630,785,785,785
45,85,224,263,367,593,630,630,785,961
204,205,315,315,315,315,630,709,787,788
49,145,316,468,468,469,469,469,793,937
112,115,155,252,368,696,696,696,696,797
103,239,249,304,316,404,547,762,797,862
91,96,176,279,433,449,588,699,797,975
91,178,204,226,347,450,502,797,797,991
202,202,202,240,359,405,501,799,800,873
168,292,295,338,506,506,507,507,664,800
66,223,223,224,224,449,672,748,809,945
13,406,406,407,407,407,407,449,812,869
43,77,104,547,547,547,547,547,812,812
67,116,351,372,393,488,499,565,817,915
73,107,224,420,420,420,421,817,840,841
83,85,244,265,315,315,819,819,819,819
64,99,165,245,378,411,758,821,821,821
62,137,365,365,366,548,548,548,822,822
14,373,421,421,421,421,421,599,664,828
107,109,210,415,415,418,419,830,830,830
110,208,279,279,402,551,558,559,807,830
111,148,175,289,383,429,559,829,830,830
64,119,267,267,268,268,832,832,833,833
81,186,200,290,523,524,555,556,834,834
134,185,370,370,371,371,371,743,834,834
230,356,362,436,436,437,437,437,616,836
54,106,187,321,341,458,657,727,837,895
149,330,330,330,330,330,330,660,841,953
33,208,209,211,213,627,706,706,828,842
4,211,211,212,426,593,605,695,783,843
73,320,421,421,421,421,421,421,821,843
111,159,165,184,204,614,614,844,844,844
85,101,175,348,458,525,651,679,714,847
9,67,215,254,325,325,847,847,847,847
15,29,94,290,359,491,756,849,850,850
33,35,106,215,332,462,850,850,850,850
168,188,231,247,332,496,501,783,783,854
113,120,196,216,318,318,544,855,906,997
177,180,240,241,288,373,481,855,855,893
38,116,146,324,560,560,560,560,856,863
182,194,195,298,306,307,524,859,859,859
5,66,167,275,277,350,860,861,861,861
63,92,495,511,511,511,511,511,511,867
55,78,81,206,405,424,727,869,869,869
11,119,155,157,435,700,712,712,712,870
20,45,53,98,258,613,874,874,874,874
99,99,120,143,302,312,877,877,877,877
60,120,237,247,408,591,591,591,855,883
55,116,162,174,272,274,882,882,883,883
45,87,93,143,213,350,885,885,886,996
2,12,33,47,65,884,885,885,885,885
132,159,332,332,333,333,443,783,850,886
61,165,217,240,346,440,648,757,823,886
5,51,64,84,138,685,888,888,888,892
16,58,75,213,217,444,890,890,890,890
12,131,299,300,300,428,428,895,895,895
13,107,108,149,216,431,790,880,896,993
38,282,411,411,411,412,412,412,897,897
10,83,210,210,247,248,881,898,898,898
51,192,266,518,518,518,518,519,585,898
123,214,246,287,307,470,470,643,903,920
88,132,227,262,414,550,550,551,904,905
20,182,189,263,298,303,605,907,908,908
62,148,173,353,365,551,551,551,911,918
30,206,290,316,321,321,363,912,912,912
1,4,17,158,443,443,805,886,913,913
1,3,12,305,305,305,913,913,913,913
71,104,430,430,430,430,431,431,913,913
132,164,164,193,320,551,609,665,870,915
2,58,178,199,323,558,689,781,879,916
14,242,307,328,440,452,469,470,920,941
122,301,325,447,447,447,448,448,672,926
14,104,153,275,431,535,536,804,804,927
45,85,131,131,215,502,681,931,931,931
103,130,151,179,281,282,680,859,931,987
79,356,357,357,357,357,357,638,789,936
183,242,343,424,424,424,464,471,667,941
10,138,154,210,319,419,467,944,944,978
47,79,200,249,291,421,603,803,945,945
95,175,238,323,561,561,561,561,561,947
20,123,334,334,335,335,604,668,881,949
159,251,253,378,378,378,548,620,665,953
88,206,229,305,418,552,609,609,610,957
63,63,76,81,121,607,698,958,958,958
41,118,121,412,412,413,511,713,882,960
107,165,279,280,280,420,587,609,895,961
86,156,482,482,482,482,482,483,483,965
5,130,281,306,485,486,486,486,947,971
59,165,168,274,333,350,486,806,971,971
64,66,131,343,481,481,511,562,972,972
139,171,246,384,384,385,433,692,768,981
69,247,302,325,325,393,603,666,668,985
91,174,319,354,492,492,493,493,690,985
220,222,224,274,295,305,442,663,951,987
156,222,222,497,498,498,498,498,499,995
78,114,166,207,328,329,376,995,995,995
20,46,156,175,416,416,502,860,996,996
66,91,247,248,339,437,639,742,777,997
